Date,Close
7/1/2021 16:00:00,126.37
7/2/2021 16:00:00,128.72
7/6/2021 16:00:00,129.77
7/7/2021 16:00:00,130.08
7/8/2021 16:00:00,129.18
7/9/2021 16:00:00,129.57
7/12/2021 16:00:00,130.56
7/13/2021 16:00:00,130.99
7/14/2021 16:00:00,132.08
7/15/2021 16:00:00,131.27
7/16/2021 16:00:00,131.85
7/19/2021 16:00:00,129.25
7/20/2021 16:00:00,131.1
7/21/2021 16:00:00,132.6
7/22/2021 16:00:00,133.33
7/23/2021 16:00:00,137.82
7/26/2021 16:00:00,139.64
7/27/2021 16:00:00,136.8
7/28/2021 16:00:00,136.38
7/29/2021 16:00:00,136.54
7/30/2021 16:00:00,135.22
8/2/2021 16:00:00,135.99
8/3/2021 16:00:00,136.28
8/4/2021 16:00:00,136.03
8/5/2021 16:00:00,136.94
8/6/2021 16:00:00,137.04
8/9/2021 16:00:00,138
8/10/2021 16:00:00,138.1
8/11/2021 16:00:00,137.69
8/12/2021 16:00:00,138.39
8/13/2021 16:00:00,138.41
8/16/2021 16:00:00,138.92
8/17/2021 16:00:00,137.3
8/18/2021 16:00:00,136.57
8/19/2021 16:00:00,136.91
8/20/2021 16:00:00,138.44
8/23/2021 16:00:00,141.1
8/24/2021 16:00:00,142.4
8/25/2021 16:00:00,142.95
8/26/2021 16:00:00,142.12
8/27/2021 16:00:00,144.55
8/30/2021 16:00:00,145.47
8/31/2021 16:00:00,145.46
9/1/2021 16:00:00,145.84
9/2/2021 16:00:00,144.22
9/3/2021 16:00:00,144.78
9/7/2021 16:00:00,145.52
9/8/2021 16:00:00,144.88
9/9/2021 16:00:00,144.91
9/10/2021 16:00:00,141.92
9/13/2021 16:00:00,143.47
9/14/2021 16:00:00,143.41
9/15/2021 16:00:00,145.21
9/16/2021 16:00:00,144.37
9/17/2021 16:00:00,141.46
9/20/2021 16:00:00,139.02
9/21/2021 16:00:00,139.65
9/22/2021 16:00:00,140.94
9/23/2021 16:00:00,141.83
9/24/2021 16:00:00,142.63
9/27/2021 16:00:00,141.5
9/28/2021 16:00:00,136.18
9/29/2021 16:00:00,134.52
9/30/2021 16:00:00,133.27
10/1/2021 16:00:00,136.46
10/4/2021 16:00:00,133.76
10/5/2021 16:00:00,136.18
10/6/2021 16:00:00,137.35
10/7/2021 16:00:00,139.19
10/8/2021 16:00:00,140.06
10/11/2021 16:00:00,138.85
10/12/2021 16:00:00,136.71
10/13/2021 16:00:00,137.9
10/14/2021 16:00:00,141.41
10/15/2021 16:00:00,141.68
10/18/2021 16:00:00,142.96
10/19/2021 16:00:00,143.82
10/20/2021 16:00:00,142.42
10/21/2021 16:00:00,142.78
10/22/2021 16:00:00,138.63
10/25/2021 16:00:00,138.77
10/26/2021 16:00:00,139.67
10/27/2021 16:00:00,146.43
10/28/2021 16:00:00,146.13
10/29/2021 16:00:00,148.27
11/1/2021 16:00:00,143.77
11/2/2021 16:00:00,145.86
11/3/2021 16:00:00,146.79
11/4/2021 16:00:00,148.68
11/5/2021 16:00:00,149.24
11/8/2021 16:00:00,149.35
11/9/2021 16:00:00,149.25
11/10/2021 16:00:00,146.63
11/11/2021 16:00:00,146.75
11/12/2021 16:00:00,149.65
11/15/2021 16:00:00,149.39
11/16/2021 16:00:00,149.08
11/17/2021 16:00:00,149.06
11/18/2021 16:00:00,150.71
11/19/2021 16:00:00,149.95
11/22/2021 16:00:00,147.08
11/23/2021 16:00:00,146.76
11/24/2021 16:00:00,146.72
11/26/2021 13:00:00,142.81
11/29/2021 16:00:00,146.11
11/30/2021 16:00:00,142.45
12/1/2021 16:00:00,141.62
12/2/2021 16:00:00,143.78
12/3/2021 16:00:00,142.52
12/6/2021 16:00:00,143.8
12/7/2021 16:00:00,148.04
12/8/2021 16:00:00,148.72
12/9/2021 16:00:00,148.11
12/10/2021 16:00:00,148.68
12/13/2021 16:00:00,146.7
12/14/2021 16:00:00,144.97
12/15/2021 16:00:00,147.37
12/16/2021 16:00:00,144.84
12/17/2021 16:00:00,142.8
12/20/2021 16:00:00,142.4
12/21/2021 16:00:00,144.22
12/22/2021 16:00:00,146.95
12/23/2021 16:00:00,147.14
12/27/2021 16:00:00,148.06
12/28/2021 16:00:00,146.45
12/29/2021 16:00:00,146.5
12/30/2021 16:00:00,146
12/31/2021 16:00:00,144.68
1/3/2022 16:00:00,145.07
1/4/2022 16:00:00,144.42
1/5/2022 16:00:00,137.65
1/6/2022 16:00:00,137.55
1/7/2022 16:00:00,137
1/10/2022 16:00:00,138.57
1/11/2022 16:00:00,140.02
1/12/2022 16:00:00,141.65
1/13/2022 16:00:00,139.13
1/14/2022 16:00:00,139.79
1/18/2022 16:00:00,136.29
1/19/2022 16:00:00,135.65
1/20/2022 16:00:00,133.51
1/21/2022 16:00:00,130.09
1/24/2022 16:00:00,130.37
1/25/2022 16:00:00,126.74
1/26/2022 16:00:00,129.24
1/27/2022 16:00:00,129.12
1/28/2022 16:00:00,133.29
1/31/2022 16:00:00,135.7
2/1/2022 16:00:00,137.88
2/2/2022 16:00:00,148.04
2/3/2022 16:00:00,142.65
2/4/2022 16:00:00,143.02
2/7/2022 16:00:00,138.94
2/8/2022 16:00:00,139.21
2/9/2022 16:00:00,141.45
2/10/2022 16:00:00,138.6
2/11/2022 16:00:00,134.13
2/14/2022 16:00:00,135.3
2/15/2022 16:00:00,136.43
2/16/2022 16:00:00,137.49
2/17/2022 16:00:00,132.31
2/18/2022 16:00:00,130.47
2/22/2022 16:00:00,129.4
2/23/2022 16:00:00,127.59
2/24/2022 16:00:00,132.67
2/25/2022 16:00:00,134.52
2/28/2022 16:00:00,134.89
3/1/2022 16:00:00,134.17
3/2/2022 16:00:00,134.75
3/3/2022 16:00:00,134.31
3/4/2022 16:00:00,132.12
3/7/2022 16:00:00,126.46
3/8/2022 16:00:00,127.28
3/9/2022 16:00:00,133.87
3/10/2022 16:00:00,132.68
3/11/2022 16:00:00,130.48
3/14/2022 16:00:00,126.74
3/15/2022 16:00:00,129.66
3/16/2022 16:00:00,133.69
3/17/2022 16:00:00,134.6
3/18/2022 16:00:00,136.8
3/21/2022 16:00:00,136.48
3/22/2022 16:00:00,140.28
3/23/2022 16:00:00,138.5
3/24/2022 16:00:00,141.31
3/25/2022 16:00:00,141.52
3/28/2022 16:00:00,141.95
3/29/2022 16:00:00,143.25
3/30/2022 16:00:00,142.64
3/31/2022 16:00:00,139.65
4/1/2022 16:00:00,140.7
4/4/2022 16:00:00,143.64
4/5/2022 16:00:00,141.06
4/6/2022 16:00:00,137.18
4/7/2022 16:00:00,136.47
4/8/2022 16:00:00,134.01
4/11/2022 16:00:00,129.8
4/12/2022 16:00:00,128.37
4/13/2022 16:00:00,130.29
4/14/2022 16:00:00,127.25
4/18/2022 16:00:00,127.96
4/19/2022 16:00:00,130.53
4/20/2022 16:00:00,128.25
4/21/2022 16:00:00,124.94
4/22/2022 16:00:00,119.61
4/25/2022 16:00:00,123.25
4/26/2022 16:00:00,119.51
4/27/2022 16:00:00,115.02
4/28/2022 16:00:00,119.41
4/29/2022 16:00:00,114.97
5/2/2022 16:00:00,117.16
5/3/2022 16:00:00,118.13
5/4/2022 16:00:00,122.58
5/5/2022 16:00:00,116.75
5/6/2022 16:00:00,115.66
5/9/2022 16:00:00,113.08
5/10/2022 16:00:00,114.58
5/11/2022 16:00:00,113.96
5/12/2022 16:00:00,113.16
5/13/2022 16:00:00,116.52
5/16/2022 16:00:00,114.79
5/17/2022 16:00:00,116.7
5/18/2022 16:00:00,112.4
5/19/2022 16:00:00,110.75
5/20/2022 16:00:00,109.31
5/23/2022 16:00:00,111.67
5/24/2022 16:00:00,105.93
5/25/2022 16:00:00,105.84
5/26/2022 16:00:00,108.3
5/27/2022 16:00:00,112.8
5/31/2022 16:00:00,114.04
6/1/2022 16:00:00,114.14
6/2/2022 16:00:00,117.75
6/3/2022 16:00:00,114.56
6/6/2022 16:00:00,117.01
6/7/2022 16:00:00,117.23
6/8/2022 16:00:00,117.24
6/9/2022 16:00:00,114.92
6/10/2022 16:00:00,111.43
6/13/2022 16:00:00,106.88
6/14/2022 16:00:00,107.19
6/15/2022 16:00:00,110.39
6/16/2022 16:00:00,106.64
6/17/2022 16:00:00,107.87
6/21/2022 16:00:00,112.02
6/22/2022 16:00:00,112.03
6/23/2022 16:00:00,112.68
6/24/2022 16:00:00,118.54
6/27/2022 16:00:00,116.62
6/28/2022 16:00:00,112.57
6/29/2022 16:00:00,112.26
6/30/2022 16:00:00,109.37